english,icelandic,pos,definition_en,definition_is,status,source,alternatives,category,chapter,notes
reversible reaction,afturkræft efnahvarf,,chemical reaction that can proceed in both the forward and reverse directions under given conditions,efnahvarf sem getur gengið bæði í framátt og bakátt við gefnar aðstæður,proposed,openstax-mt,,other,13,
roentgen equivalent man (rem),,,"unit for radiation damage, frequently used in medicine; 100 rem = 1 Sv",,needs_review,openstax-glossary,,other,21,
meðalferningsrótarhraði (urms),meðalferningsrótarhraði (urms),,,"mælikvarði á meðalhraða fyrir hóp einda, reiknaður sem kvaðratrót meðaltals kvaðrats hraðans",proposed,openstax-mt,,other,9,
rotary evaporator,hverfisvali,,,,approved,chemistry-society-csv,,other,,
rotavap,hverfisvali,,,,approved,chemistry-society-csv,,other,,
round bottomed flask,kúluflaska,,,,approved,chemistry-society-csv,,other,,
rounding,námundun,,procedure used to ensure that calculated results properly reflect the uncertainty in the measurements used in the calculation,aðferð sem notuð er til að tryggja að útreiknaðar niðurstöður endurspegli á réttan hátt óvissuna í þeim mælingum sem notaðar eru í útreikningnum,proposed,openstax-mt,,other,1,
rubber adapter,gúmmímúffa,,,,approved,chemistry-society-csv,,other,,
s-p mixing,,,change that causes σp orbitals to be less stable than πp orbitals due to the mixing of s and p-based molecular orbitals of similar energies.,,needs_review,openstax-glossary,,other,8,
sacrificial anode,fórnaranóða,,"electrode constructed from an easily oxidized metal, often magnesium or zinc, used to prevent corrosion of metal objects via cathodic protection",,approved,chemistry-society-csv,,other,17,
safety goggles,öryggisgleraugu,,,,approved,chemistry-society-csv,,other,,
salt,salt,,ionic compound that can be formed by the reaction of an acid with a base that contains a cation and an anion other than hydroxide or oxide,,approved,chemistry-society-csv,,other,4,
salt bridge,saltbrú,,tube filled with inert electrolyte solution,,approved,chemistry-society-csv,,other,17,
saturated,mettaður,,of concentration equal to solubility; containing the maximum concentration of solute possible for a given temperature and pressure,,approved,chemistry-society-csv,,other,11,
saturated hydrocarbon,,,molecule containing carbon and hydrogen that has only single bonds between carbon atoms,,needs_review,openstax-glossary,,other,20,
scanning tunnel microscope,smugsjá,,,,approved,chemistry-society-csv,,other,,
Schlenk flask,Schlenk flaska,,,,approved,chemistry-society-csv,,other,,
Schlenk line,Schlenk lína,,,,approved,chemistry-society-csv,,other,,
scientific method,vísindaleg aðferð,,"path of discovery that leads from question and observation to law or hypothesis to theory, combined with experimental verification of the hypothesis and any necessary modification of the theory","uppgötvunarferli sem leiðir frá spurningu og athugun til lögmáls eða tilgátu til kenningar, ásamt tilraunakenndri sannprófun á tilgátunni og hvers kyns nauðsynlegri breytingu á kenningunni",proposed,openstax-mt,,other,1,
scintillation counter,,,instrument that uses a scintillator—a material that emits light when excited by ionizing radiation—to detect and measure radiation,,needs_review,openstax-glossary,,other,21,
second (s),sekúnda (s),,SI unit of time,SI-eining tíma,proposed,openstax-mt,,other,1,
second law of thermodynamics,,,all spontaneous processes involve an increase in the entropy of the universe,,needs_review,openstax-glossary,,other,16,
second order reaction,annars stigs efnahvarf,,,,approved,chemistry-society-csv,,other,,
second transition series,,,"transition elements in the fifth period of the periodic table (second row of the d-block), atomic numbers 39–47",,needs_review,openstax-glossary,,other,19,
secondary cell,,,battery designed to allow recharging,,needs_review,openstax-glossary,,other,17,
see-saw,vegasalt,,,,approved,chemistry-society-csv,,other,,
seed crystal,sáðkristall,,,,approved,chemistry-society-csv,,other,,
selective precipitation,,,process in which ions are separated using differences in their solubility with a given precipitating reagent,,needs_review,openstax-glossary,,other,15,
semipermeable,hálfgegndræpur,,,,approved,chemistry-society-csv,,other,,
semipermeable membrane,,,a membrane that selectively permits passage of certain ions or molecules,,needs_review,openstax-glossary,,other,11,
separation funnel,skiltrekt,,,,approved,chemistry-society-csv,,other,,
series,lota,,"(also, period) horizontal row of the period table",lárétt röð í lotukerfinu,proposed,openstax-mt,,other,2,
shell,hvolf,,"atomic orbitals with the same principal quantum number, n",,approved,chemistry-society-csv,,other,6,
SI units (International System of Units),SI-einingar (Alþjóðlega einingakerfið),,standards fixed by international agreement in the International System of Units (Le Système International d’Unités),staðlar sem ákvarðaðir eru með alþjóðasamningi í Alþjóðlega einingakerfinu (Le Système International d’Unités),proposed,openstax-mt,,other,1,
sievert (Sv),,,SI unit measuring tissue damage caused by radiation; takes into account energy and biological effects of radiation,,needs_review,openstax-glossary,,other,21,
sigma bond,sigma tengi,,,,approved,chemistry-society-csv,,other,,
sigma bond (σ bond),,,covalent bond formed by overlap of atomic orbitals along the internuclear axis,,needs_review,openstax-glossary,,other,8,
significant figures,markverðir stafir,,"(also, significant digits) all of the measured digits in a determination, including the uncertain last digit","(einnig, marktækir tölustafir) allir mældir tölustafir í ákvörðun, þar með talinn óvissi síðasti tölustafurinn",approved,chemistry-society-csv,,other,1,
silicate,,,"compound containing silicon-oxygen bonds, with silicate tetrahedra connected in rings, sheets, or three-dimensional networks, depending on the other elements involved in the formation of the compounds",,needs_review,openstax-glossary,,other,18,
simple cubic,einfaldur teningur,,,,approved,chemistry-society-csv,,other,,
simple cubic,einföld teningslaga,verb,,,approved,chemistry-society-csv,,other,,
simple cubic structure,,,crystalline structure with a cubic unit cell with lattice points only at the corners,,needs_review,openstax-glossary,,other,10,
simple cubic unit cell,,,"(also, primitive cubic unit cell) unit cell in the simple cubic structure",,needs_review,openstax-glossary,,other,10,
single bond,eintengi,,bond in which a single pair of electrons is shared between two atoms,,approved,chemistry-society-csv,,other,7,
single-displacement reaction,Einföld skipti,,"(also, replacement) redox reaction involving the oxidation of an elemental substance by an ionic species",oxunar-afoxunarhvarf sem felur í sér oxun frumefnis með jónaefni,proposed,openstax-mt,,other,4,
skeletal structure,,,"shorthand method of drawing organic molecules in which carbon atoms are represented by the ends of lines and bends in between lines, and hydrogen atoms attached to the carbon atoms are not shown (but are understood to be present by the context of the structure)",,needs_review,openstax-glossary,,other,20,
smelting,,,process of extracting a pure metal from a molten ore,,needs_review,openstax-glossary,,other,19,
solid,fast efni,,"state of matter that is rigid, has a definite shape, and has a fairly constant volume","efnishamur sem er stífur, hefur ákveðna lögun og nokkuð fast rúmmál",approved,chemistry-society-csv,,states,1,State of matter
solubility,leysni,,"the extent to which a substance may be dissolved in water, or any solvent",að hve miklu leyti efni getur leyst upp í vatni eða öðrum leysi,approved,chemistry-society-csv,,other,4,
solubility product,leysnimargfeldi,,,,approved,chemistry-society-csv,,other,,
solubility rules,leysnireglur,,,,approved,chemistry-society-csv,,other,,
soluble,auðleystur,,of relatively high solubility; dissolving to a relatively large extent,með tiltölulega mikinn leysni; leysist upp að tiltölulega miklu leyti,approved,chemistry-society-csv,,other,4,
solute,leysið efni,,solution component present in a concentration less than that of the solvent,efnisþáttur lausnar sem er í lægri styrk en leysirinn,approved,idordabankinn,uppleyst efni,solutions,3,The dissolved substance
solution,lausn,,,,approved,chemistry-society-csv,,solutions,,
solvation,,,exothermic process in which intermolecular attractive forces between the solute and solvent in a solution are established,,needs_review,openstax-glossary,,other,11,
solvent,leysir,,solution component present in a concentration that is higher relative to other components,efnisþáttur lausnar sem er í hærri styrk miðað við aðra efnisþætti,approved,chemistry-society-csv,leysiefni,solutions,3,
space lattice,,,all points within a crystal that have identical environments,,needs_review,openstax-glossary,,other,10,
spatial isomers,rúmísómerur,,compounds in which the relative orientations of the atoms in space differ,efnasambönd þar sem afstæð afstaða atómanna í rúmi er ólík,proposed,openstax-mt,,other,2,
spatula,spatúla,,,,approved,chemistry-society-csv,,other,,
specific heat capacity,eðlisvarmi,,,,approved,chemistry-society-csv,,other,,
eðlisvarmi (c),eðlisvarmi (c),,,innri eiginleiki efnis sem táknar það varmamagn sem þarf til að hækka hitastig 1 gramms af efninu um 1 gráðu á Celsíus (eða 1 kelvin),proposed,openstax-mt,,other,5,
spectator ion,Áhorfendajón,,"ion that does not undergo a chemical or physical change during a reaction, but its presence is required to maintain charge neutrality","Jón sem gengst ekki undir efna- eða eðlisfræðilega breytingu í hvarfi, en nærvera hennar er nauðsynleg til að viðhalda hleðsluhlutleysi",proposed,openstax-mt,,other,4,
spectrochemical series,,,ranking of ligands according to the magnitude of the crystal field splitting they induce,,needs_review,openstax-glossary,,other,19,
spectrophotometer,litrófsgreinir,,,,approved,chemistry-society-csv,,other,,
spectrophotometry,ljósgleypnimælingar,,,,approved,chemistry-society-csv,,other,,
spectroscopy,litrófsgreining,,,,approved,chemistry-society-csv,,other,,
spectrum,róf,,,,approved,chemistry-society-csv,,other,,
spin,spuni,,,,approved,chemistry-society-csv,,other,,
spin quantum number,spunaskammtatala,,,,approved,chemistry-society-csv,,other,,
spontaneity,sjálfgengi,,,,approved,chemistry-society-csv,,other,,
spontaneous,sjálfgengur,,,,approved,chemistry-society-csv,,other,,
spontaneous change,,,process that takes place without a continuous input of energy from an external source,,needs_review,openstax-glossary,,other,16,
spontaneous process,,,physical or chemical change that occurs without the addition of energy from an external source,,needs_review,openstax-glossary,,other,11,
square planar,ferningslaga flatt,,,,approved,chemistry-society-csv,,other,,
stability,stöðugleiki,,,,approved,chemistry-society-csv,,other,,
stabilization,stöðgun,,,,approved,chemistry-society-csv,,other,,
stabilize,stöðga,,,,approved,chemistry-society-csv,,other,,
standard cell potential,staðalíspenna,,,,approved,chemistry-society-csv,,other,,
standard conditions of temperature and pressure (STP),staðalaðstæður hitastigs og þrýstings (STP),,273.15 K (0 °C) and 1 atm (101.325 kPa),"273,15 K (0 °C) og 1 atm (101,325 kPa)",proposed,openstax-mt,,other,9,
staðalbrunavermi (ΔHc°),staðalbrunavermi (ΔHc°),,,varmi sem losnar þegar eitt mól af efnasambandi gengst undir fullkominn bruna við staðalaðstæður,proposed,openstax-mt,,other,5,
staðalmyndunarvermi (ΔHf°),staðalmyndunarvermi (ΔHf°),,,vermibreyting efnahvarfs þar sem 1 mól af hreinu efni myndast úr frumefnum sínum í sínum stöðugasta efnisham við staðalaðstæður,proposed,openstax-mt,,other,5,
standard hydrogen electrode (SHE),,,"half-cell based on hydrogen ion production, assigned a potential of exactly 0 V under standard state conditions, used as the universal reference for measuring electrode potential",,needs_review,openstax-glossary,,other,17,
standard molar entropy,staðalmólaróreiða,,,,approved,chemistry-society-csv,,other,,
standard molar volume,staðalmólrúmmál,,"volume of 1 mole of gas at STP, approximately 22.4 L for gases behaving ideally","rúmmál 1 móls af gasi við STP, um það bil 22,4 L fyrir gös sem hegða sér eins og kjörgas",proposed,openstax-mt,,other,9,
standard reduction potential,staðalafoxunarspenna,,,,approved,chemistry-society-csv,,other,,
standard state,staðalástand,,"set of physical conditions as accepted as common reference conditions for reporting thermodynamic properties; 1 bar of pressure, and solutions at 1 molar concentrations, usually at a temperature of 298.15 K","safn eðlisfræðilegra skilyrða sem eru viðurkennd sem algeng viðmiðunarskilyrði til að skrá varmafræðilega eiginleika; 1 bar þrýstingur og lausnir með 1 mólstyrk, venjulega við 298,15 K hitastig",proposed,openstax-mt,,other,5,
standard temperature and pressure,staðalaðstæður,,,,approved,chemistry-society-csv,,other,,
standing wave,,,"(also, stationary wave) localized wave phenomenon characterized by discrete wavelengths determined by the boundary conditions used to generate the waves; standing waves are inherently quantized",,needs_review,openstax-glossary,,other,6,
state function,ástandsfall,,"property depending only on the state of a system, and not the path taken to reach that state",eiginleiki sem fer aðeins eftir ástandi kerfis en ekki leiðinni sem farin var til að ná því ástandi,approved,chemistry-society-csv,ástandsháð stærð,other,5,
state of matter,efnishamur,,,,approved,chemistry-society-csv,,other,,
steel,,,material made from iron by removing impurities in the iron and adding substances that produce alloys with properties suitable for specific uses,,needs_review,openstax-glossary,,other,19,
stepwise ionization,,,process in which a polyprotic acid is ionized by losing protons sequentially,,needs_review,openstax-glossary,,other,14,
stereoisomer,rúmhverfa,,,,approved,chemistry-society-csv,,other,,
steric hindrance,fyrirferð,,,,approved,chemistry-society-csv,,other,,
stir bar,segull,,,,approved,chemistry-society-csv,,other,,
stoichiometric factor,hlutfallaþáttur,,"ratio of coefficients in a balanced chemical equation, used in computations relating amounts of reactants and products","hlutfall stuðla í stilltri efnajöfnu, notað í útreikningum sem tengjast magni hvarfefna og myndefna",proposed,openstax-mt,,other,4,
stoichiometry,hlutfallaefnafræði,,relationships between the amounts of reactants and products of a chemical reaction,tengsl milli magns hvarfefna og myndefna í efnahvarfi,approved,chemistry-society-csv,efnajöfnuður,concepts,4,Under discussion
STP,staðalaðstæður,,,,approved,chemistry-society-csv,,other,,
strong acid,Sterk sýra,,acid that reacts completely when dissolved in water to yield hydronium ions,sýra sem hvarfast að fullu þegar hún er leyst upp í vatni og myndar hýdróníumjónir,proposed,openstax-mt,,other,4,
strong acid/base,sterk sýra,,,,approved,chemistry-society-csv,,other,,
strong base,sterkur basi,,base that reacts completely when dissolved in water to yield hydroxide ions,basi sem hvarfast að fullu þegar hann er leystur upp í vatni og myndar hýdroxíðjónir,approved,chemistry-society-csv,,other,4,
strong electrolyte,,,substance that dissociates or ionizes completely when dissolved in water,,needs_review,openstax-glossary,,other,11,
strong nuclear force,,,force of attraction between nucleons that holds a nucleus together,,needs_review,openstax-glossary,,other,21,
strong-field ligand,,,ligand that causes larger crystal field splittings,,needs_review,openstax-glossary,,other,19,
structural formula,byggingarformúla,,shows the atoms in a molecule and how they are connected,sýnir atómin í sameind og hvernig þau eru tengd,approved,chemistry-society-csv,,other,2,
structural isomer,byggingarísómera,,one of two substances that have the same molecular formula but different physical and chemical properties because their atoms are bonded differently,annað tveggja efna sem hafa sömu sameindaformúlu en ólíka eðlis- og efnaeiginleika vegna þess að atóm þeirra eru tengd á mismunandi hátt,proposed,openstax-mt,,other,2,
subcritical mass,,,amount of fissionable material that cannot sustain a chain reaction; less than a critical mass,,needs_review,openstax-glossary,,other,21,
sublimation,þurrgufun,,change from solid state directly to gaseous state,,approved,chemistry-society-csv,,other,10,
subshell,undirhvolf,,atomic orbitals with the same values of n and l,,approved,chemistry-society-csv,,other,6,
substituent,,,branch or functional group that replaces hydrogen atoms in a larger hydrocarbon chain,,needs_review,openstax-glossary,,other,20,
substitution,skiptihvarf,,,,approved,chemistry-society-csv,,other,,
substitution reaction,,,reaction in which one atom replaces another in a molecule,,needs_review,openstax-glossary,,other,20,
suction flask,sogflaska,,,,approved,chemistry-society-csv,,other,,
sulfate,,,SO42− ion,,needs_review,openstax-glossary,,other,18,
sulfite,,,SO32− ion,,needs_review,openstax-glossary,,other,18,
superconductor,ofurleiðari,,material that conducts electricity with no resistance,,approved,chemistry-society-csv,,other,19,
supercritical fluid,,,substance at a temperature and pressure higher than its critical point; exhibits properties intermediate between those of gaseous and liquid states,,needs_review,openstax-glossary,,other,10,
supercritical mass,,,amount of material in which there is an increasing rate of fission,,needs_review,openstax-glossary,,other,21,
superoxide,,,oxide containing the anion O2−,,needs_review,openstax-glossary,,other,18,
supersaturated,,,of concentration that exceeds solubility; a nonequilibrium state,,needs_review,openstax-glossary,,other,11,
supersaturated solution,yfirmettuð lausn,,,,approved,chemistry-society-csv,,other,,
surface tension,yfirborðsspenna,,"energy required to increase the area, or length, of a liquid surface by a given amount",,approved,chemistry-society-csv,,other,10,
surroundings,umhverfi,,all matter other than the system being studied,allt efni annað en kerfið sem er til rannsóknar,proposed,openstax-mt,,other,5,
suspension,,,heterogeneous mixture in which relatively large component particles are temporarily dispersed but settle out over time,,needs_review,openstax-glossary,,other,11,
symbolic domain,táknrænt svið,,"specialized language used to represent components of the macroscopic and microscopic domains, such as chemical symbols, chemical formulas, chemical equations, graphs, drawings, and calculations","sérhæft tungumál sem notað er til að tákna þætti stórsæja og smásæja sviðsins, svo sem efnatákn, efnaformúlur, efnajöfnur, gröf, teikningar og útreikninga",proposed,openstax-mt,,other,1,
system,kerfi,,portion of matter undergoing a chemical or physical change being studied,hluti efnis sem er að gangast undir efna- eða eðlisfræðilega breytingu sem er til rannsóknar,proposed,openstax-mt,,other,5,
target molecule,markeind,,,,approved,chemistry-society-csv,,other,,
tautomer,ráphverfa,,,,approved,chemistry-society-csv,,other,,
tautomerization,ráphvarf,,,,approved,chemistry-society-csv,,other,,
temperature,hitastig,,intensive property representing the hotness or coldness of matter,ástandseiginleiki sem táknar hita eða kulda efnis,approved,chemistry-society-csv,,measurements,1,
termolecular reacion,þrísameindaefnahvarf,,,,approved,chemistry-society-csv,,other,,
termolecular reaction,þrísameindahvarf,,elementary reaction involving three reactant entities,grunnskrefshvarf sem felur í sér þrjár hvarfefnaeindir,proposed,openstax-mt,,other,12,
test tube,tilraunaglas,,,,approved,chemistry-society-csv,,other,,
tetrahedral,ferflötungslaga,,shape in which four outside groups are placed around a central atom such that a three-dimensional shape is generated with four corners and 109.5° angles between each pair and the central atom,,approved,chemistry-society-csv,,other,7,
tetrahedral,ferflötungur,,shape in which four outside groups are placed around a central atom such that a three-dimensional shape is generated with four corners and 109.5° angles between each pair and the central atom,,approved,chemistry-society-csv,,other,7,
tetrahedral hole,,,tetrahedral space formed by four atoms or ions in a crystal,,needs_review,openstax-glossary,,other,10,
theoretical yield,fræðilegar heimtur,,amount of product that may be produced from a given amount of reactant(s) according to the reaction stoichiometry,magn myndefnis sem hægt er að framleiða úr tilteknu magni hvarfefna samkvæmt hlutfallaefnafræði hvarfsins,approved,chemistry-society-csv,,other,4,
theory,kenning,,"well-substantiated, comprehensive, testable explanation of a particular aspect of nature","vel rökstudd, yfirgripsmikil, prófanleg útskýring á tilteknum þætti náttúrunnar",proposed,openstax-mt,,other,1,
thermal energy,varmaorka,,kinetic energy associated with the random motion of atoms and molecules,hreyfiorka sem tengist tilviljunarkenndri hreyfingu atóma og sameinda,approved,chemistry-society-csv,,other,5,
thermochemistry,varmaefnafræði,,study of measuring the amount of heat absorbed or released during a chemical reaction or a physical change,rannsókn á mælingu á magni varma sem binst eða losnar við efnahvarf eða eðlisbreytingu,proposed,openstax-mt,,other,5,
thermodynamics,varmafræði,,,,approved,chemistry-society-csv,,other,,
thermometer,hitamælir,,,,approved,chemistry-society-csv,,other,,
thin layer chromatography,þunnlagsskilja,,,,approved,chemistry-society-csv,,other,,
third law of thermodynamics,,,entropy of a perfect crystal at absolute zero (0 K) is zero,,needs_review,openstax-glossary,,other,16,
third order reaction,þriðja stigs efnahvarf,,,,approved,chemistry-society-csv,,other,,
third transition series,,,"transition elements in the sixth period of the periodic table (third row of the d-block), atomic numbers 57 and 72–79",,needs_review,openstax-glossary,,other,19,
titrant,títrantur,,solution containing a known concentration of substance that will react with the analyte in a titration analysis,lausn sem inniheldur þekktan styrk efnis sem hvarfast við greiningarefnið í títrunargreiningu,approved,chemistry-society-csv,,other,4,
titration,títrun,,,,approved,chemistry-society-csv,,other,,
titration analysis,títrunargreining,,quantitative chemical analysis method that involves measuring the volume of a reactant solution required to completely react with the analyte in a sample,magnbundin efnagreiningaraðferð sem felur í sér að mæla rúmmál hvarfefnislausnar sem þarf til að hvarfast að fullu við greiningarefnið í sýni,proposed,openstax-mt,,other,4,
titration curve,títrunarferill,,plot of some sample property (such as pH) versus volume of added titrant,,approved,chemistry-society-csv,,other,14,
torr,,,unit of pressure; 1 torr=1760atm,,needs_review,openstax-glossary,,other,9,
transition metal,hliðarmálmur,,"element in groups 3–12 (more strictly defined, 3–11; see chapter on transition metals and coordination chemistry)","frumefni í hópum 3–12 (nánar tiltekið, 3–11; sjá kafla um hliðarmálma og samhæfingarefnafræði)",approved,chemistry-society-csv,siðarmálmur,periodic table,2,
transition state,virkniástand,,,,approved,chemistry-society-csv,,other,,
transmittans,hleypni,,,,approved,chemistry-society-csv,,other,,
transmutation reaction,,,bombardment of one type of nuclei with other nuclei or neutrons,,needs_review,openstax-glossary,,other,21,
transuranium element,,,element with an atomic number greater than 92; these elements do not occur in nature,,needs_review,openstax-glossary,,other,21,
tridentate,þrítenntur,,,,approved,chemistry-society-csv,,other,,
trigonal bipyramidal,,,"shape in which five outside groups are placed around a central atom such that three form a flat triangle with 120° angles between each pair and the central atom, and the other two form the apex of two pyramids, one above and one below the triangular plane",,needs_review,openstax-glossary,,other,7,
trigonal planar,þríhyrningslaga flatt,,shape in which three outside groups are placed in a flat triangle around a central atom with 120° angles between each pair and the central atom,,approved,chemistry-society-csv,,other,7,
trigonal pyramidal,þríhyrningslaga pýramídi,,,,approved,chemistry-society-csv,,other,,
triple bond,þrítengi,,bond in which three pairs of electrons are shared between two atoms,,approved,chemistry-society-csv,,other,7,
triple point,þrípunktur,,temperature and pressure at which three phases of a substance are in equilibrium,,approved,chemistry-society-csv,,other,10,
triprotic acid,,,acid that contains three ionizable hydrogen atoms per molecule,,needs_review,openstax-glossary,,other,14,
tunneling effect,smug,,,,approved,chemistry-society-csv,,other,,
Tyndall effect,,,scattering of visible light by a colloidal dispersion,,needs_review,openstax-glossary,,other,11,
uncertainty,óvissa,,estimate of amount by which measurement differs from true value,mat á því hversu mikið mæling víkur frá sönnu gildi,proposed,openstax-mt,,other,1,
unified atomic mass unit (u),sameinuð atómmassaeining (u),,alternative unit equivalent to the atomic mass unit,önnur eining sem jafngildir atómmassaeiningu,proposed,openstax-mt,,other,2,
unimolecular reacion,einsameinda efnahvarf,,,,approved,chemistry-society-csv,,other,,
unimolecular reaction,einsameindahvarf,,elementary reaction involving a single reactant entity,grunnskrefshvarf sem felur í sér eina hvarfefnaeind,proposed,openstax-mt,,other,12,
unit,eining,,standard of comparison for measurements,samanburðarstaðall fyrir mælingar,proposed,openstax-mt,,other,1,
unit cell,grindareining,,smallest portion of a space lattice that is repeated in three dimensions to form the entire lattice,,approved,chemistry-society-csv,,other,10,
unit conversion factor,umreikningsstuðull eininga,,ratio of equivalent quantities expressed with different units; used to convert from one unit to a different unit,hlutfall jafngildra stærða gefið upp með mismunandi einingum; notað til að breyta úr einni einingu í aðra,proposed,openstax-mt,,other,1,
universal gas constant,gasfastinn,,,,approved,chemistry-society-csv,,other,,
unsaturated,ómettaður,,of concentration less than solubility,,approved,chemistry-society-csv,,other,11,
vacancy,,,defect that occurs when a position that should contain an atom or ion is vacant,,needs_review,openstax-glossary,,other,10,
vacuum chamber,lofttæmiker,,,,approved,chemistry-society-csv,,other,,
vacuum pump,lofttæmidæla,,,,approved,chemistry-society-csv,,other,,
vacuum trap,lofttæmigildra,,,,approved,chemistry-society-csv,,other,,
valence,girðitala,,,,approved,chemistry-society-csv,gildi,structure,,Valence electrons: gildisrafeindir
valence bond theory,,,"description of bonding that involves atomic orbitals overlapping to form σ or π bonds, within which pairs of electrons are shared",,needs_review,openstax-glossary,,other,8,
valence electron,gildisrafeind,,,,approved,chemistry-society-csv,,other,,
valence electrons,,,electrons in the high energy outer shell(s) of an atom,,needs_review,openstax-glossary,,other,6,
valence shell,,,high energy outer shell(s) of an atom,,needs_review,openstax-glossary,,other,6,
valence shell electron-pair repulsion theory (VSEPR),,,theory used to predict the bond angles in a molecule based on positioning regions of high electron density as far apart as possible to minimize electrostatic repulsion,,needs_review,openstax-glossary,,other,7,
van der Waals equation,van der Waals-jafnan,,modified version of the ideal gas equation containing additional terms to account for non-ideal gas behavior,breytt útgáfa af jöfnu kjörgass sem inniheldur viðbótarliði til að taka tillit til frávika frá hegðun kjörgass,proposed,openstax-mt,,other,9,
van der Waals force,,,"attractive or repulsive force between molecules, including dipole-dipole, dipole-induced dipole, and London dispersion forces; does not include forces due to covalent or ionic bonding, or the attraction between ions and molecules",,needs_review,openstax-glossary,,other,10,
vapor pressure,gufunarþrýstingur,,"(also, equilibrium vapor pressure) pressure exerted by a vapor in equilibrium with a solid or a liquid at a given temperature",,approved,chemistry-society-csv,,other,10,
vapor pressure of water,gufunarþrýstingur vatns,,pressure exerted by water vapor in equilibrium with liquid water in a closed container at a specific temperature,þrýstingur sem vatnsgufa beitir í jafnvægi við fljótandi vatn í lokuðu íláti við ákveðið hitastig,proposed,openstax-mt,,other,9,
vaporisation,uppgufun,,,,approved,chemistry-society-csv,,other,,
vaporization,,,change from liquid state to gaseous state,,needs_review,openstax-glossary,,other,10,
vector,,,quantity having magnitude and direction,,needs_review,openstax-glossary,,other,7,
viscosity,seigja,,measure of a liquid’s resistance to flow,,approved,chemistry-society-csv,,other,10,
volatile,rokgjarn,,,,approved,chemistry-society-csv,,other,,
voltage,spenna,,,,approved,chemistry-society-csv,,other,,
volume,rúmmál,,amount of space occupied by an object,rými sem hlutur tekur,approved,chemistry-society-csv,,measurements,1,
volume percentage,rúmmálsprósenta,,ratio of solute-to-solution volume expressed as a percentage,"hlutfall rúmmáls uppleysts efnis á móti rúmmáli lausnar, gefið upp sem prósenta",approved,chemistry-society-csv,,other,3,
volumetric flask,mæliflaska,,,,approved,chemistry-society-csv,,other,,
volumetric pipette,belgpípetta,,,,approved,chemistry-society-csv,,other,,
watch glass,úrgler,,,,approved,chemistry-society-csv,,other,,
wave,,,oscillation of a property over time or space; can transport energy from one point to another,,needs_review,openstax-glossary,,other,6,
wave function,bylgjufall,,,,approved,chemistry-society-csv,,other,,
wave-particle duality,,,observation that elementary particles can exhibit both wave-like and particle-like properties,,needs_review,openstax-glossary,,other,6,
wavelength,bylgjulengd,,,,approved,chemistry-society-csv,,other,,
weak acid,veik sýra,,acid that reacts only to a slight extent when dissolved in water to yield hydronium ions,sýra sem hvarfast aðeins að litlu leyti þegar hún er leyst upp í vatni og myndar hýdróníumjónir,approved,chemistry-society-csv,,other,4,
weak base,veikur basi,,base that reacts only to a slight extent when dissolved in water to yield hydroxide ions,basi sem hvarfast aðeins að litlu leyti þegar hann er leystur upp í vatni og myndar hýdroxíðjónir,approved,chemistry-society-csv,,other,4,
weak electrolyte,,,substance that ionizes only partially when dissolved in water,,needs_review,openstax-glossary,,other,11,
weak-field ligand,,,ligand that causes small crystal field splittings,,needs_review,openstax-glossary,,other,19,
weight,þyngd,,force that gravity exerts on an object,kraftur sem þyngdarafl beitir á hlut,proposed,openstax-mt,,other,1,
wire gauze,vírnet,,,,approved,chemistry-society-csv,,other,,
work,vinna,,,,approved,chemistry-society-csv,,concepts,,
vinna (w),vinna (w),,,"orkuflutningur vegna breytinga á ytri, stórsæjum breytum eins og þrýstingi og rúmmáli; eða sem veldur því að efni hreyfist gegn andstæðum krafti",proposed,openstax-mt,,other,5,
X-ray,röntgengeisli,,,,approved,chemistry-society-csv,,other,,
X-ray crystallography,,,experimental technique for determining distances between atoms in a crystal by measuring the angles at which X-rays are diffracted when passing through the crystal,,needs_review,openstax-glossary,,other,10,
yield,heimtur,,,,approved,chemistry-society-csv,,other,,
zero order reaction,núllta stigs efnahvarf,,,,approved,chemistry-society-csv,,other,,
ΔH°,ΔH°,,,,approved,chemistry-society-csv,,other,,
π bonding orbital,,,"molecular orbital formed by side-by-side overlap of atomic orbitals, in which the electron density is found on opposite sides of the internuclear axis",,needs_review,openstax-glossary,,other,8,
π* bonding orbital,,,"antibonding molecular orbital formed by out of phase side-by-side overlap of atomic orbitals, in which the electron density is found on both sides of the internuclear axis, and there is a node between the nuclei",,needs_review,openstax-glossary,,other,8,
σ bonding orbital,,,molecular orbital in which the electron density is found along the axis of the bond,,needs_review,openstax-glossary,,other,8,
σ* bonding orbital,,,"antibonding molecular orbital formed by out-of-phase overlap of atomic orbital along the axis of the bond, generating a node between the nuclei",,needs_review,openstax-glossary,,other,8,
